,User Name,Followers,Tweet,Polarity
196,Anita Bhatia,2788,in morocco onufemmesmaroc is on the ground helping rural women struggling to maintain their cooperatives due to,-0.0625
415,Jack Quann,2779,ireland now has its lowest number of hospitalised covid19 cases since the peak the head of the hselive says ther,0
2209,Melissa Egan,2770,we are really stretched in terms of icu beds staff you know manpower i asked dr dany bahdouch icu dire,-0.05
2915,Nirmal Ghosh MLA,2768,starting today a new series shojabanglaybolchi every sunday wednesday amp friday episode 1 unemployment rates,0.068181818
7179,Jennifer Jermaine,2761,sending care and support to repraulgrijalva his family staff and colleagues covid19 testing should be avail,0
5706,Tina Terry,2750,ahead at 5 30pm unc charlotte says it will not lower the capacity of its dorms in response to covid19 i m investi,0
7012,Kelly Reinke,2747,a study by indianauniv school of medicine and survivor corps surveyed 1 500 people suffering from long term,-0.05
4190,Brett Hall,2746,looking ahead on tuesday governorva could institute tighter restrictions as covid19 cases have had a recent uptic,0
8586,Kim Gamel,2745,wherein trump appears to question south korean covid19 statistics you don t know that he says when told sk onl,0
6266,Ed Killer,2724,busiest days at publix in order 5 thanksgiving 4 start of covid19 outbreak 3 day before christmas july 4th,0
6733,Big Blue Bus,2723,reminder today is the last day to take our online survey exploring how covid19 has affected your travel and t,0
2695,Emanuele Capobianco,2717,essential read on the expected difficulties to find manufacture amp distribute a covid19 vaccine ifrc,-0.05
6568,Tommy Tomlinson,2715,the pasenate approved nearly 2 dozen bills in response to the covid19 pandemic other measures reform government,-0.0125
6147,Scott Horner,2708,iu gives covid19 update and announces iufb will resume workouts jon blau story,0
4793,Asiaville,2705,drugmakers moderna inc and pfizer inc have launched two 30 000 subject trials of potential covid19 vaccines in t,-0.083333333
4564,"Jessica Malaty Rivera, MS",2704,it was public outcry over social media that led sinclair to halt plans to air plandemic and yet a number of social,0.022222222
5712,Greeley Water Dept.,2692,greeley s wastewater treatment and reclamation facility is participating in this program sampling will begin next,0
642,ORF Mumbai,2670,watch niranjan hiranandani n hiranandani co founder and managing director of hiranandani group hiranandanigrp,0
6556,Morgan Watkins,2666,want to know what the differences are between senate majority leader mitch mcconnell s coronavirus relief package a,0
7745,Eyal David,2621,prof1one mohammedhersi olpejeta ndiritumuriithi laikipia today karibulaikipia kenyadirect najivuniaukenya,0
3456,Institute of South Asian Studies (ISAS) - NUS,2614,covid19 presents an opportunity for saarc amp asean to work closely to strengthen their relationship in areas such a,0
4118,Erin Allday,2598,a couple went out of their way to defy public health rules for their sf wedding then they and some guests got,0
7029,Department of Health,2587,for covid19 case updates over the weekend visit our data dashboard at,0
9218,Nabarangpur Police,2580,covid19 enforcement update of nabarangpur district for last 24 hours from 03 08 2020 6 am to 04 08 2020 6 am,0
1877,Rina Nakano,2562,some people are planning on going back to church this weekend inside according to the cagovernor and the,0
4878,Gonzalo Moratorio,2551,check our story about the scientific strategy that the resistance in southamerica uruguay took against covid19 so,0
965,VOD News | វីអូឌី ព័ត៌មាន,2511,the health ministry on saturday reported 23 new covid19 cases and one recovery bringing cambodia s total coronav,0.068181818
8709,AGD AU,2498,for general information about family related legal issues and arrangements during the covid 19 pandemic please vis,0.083333333
2169,Paul Eagle MP 🦅,2497,i thought i d get the covid19 baking skills back out and throw together a surprise for the boss jacindaardern r,0
2410,Aleksandra Kuzmanovic,2481,icymi this wasn t only a lesson on covid19 science with doctorsoumya but also on how to communicate science,0
6407,Sen. Pat Browne,2477,the pasenate approved nearly 2 dozen bills in response to the covid19 pandemic other measures reform governmen,-0.0125
8984,Kati Weis,2464,some teachers at today s protest believe school shouldn t go back until there s no new covid19 cases for 14 days s,-0.034090909
6410,Philippine Embassy in Kuwait,2453,the philippine embassy in kuwait and the dfaphl facilitated the approval of the chartered flight s clearance to la,0
5559,Laura Santhanam,2440,there s my home state with the nation s highest positivity rate for covid19 johnshopkins says i think about the,0
5918,Sen. Mario Scavello,2440,the pasenate approved nearly 2 dozen bills in response to the covid19 pandemic other measures reform government,-0.0125
4306,Marc R. Masferrer,2435,morningjoe host tempers gary tibbetts of bradenton who died friday from covid19,0
1705,TNIE Kerala,2424,experts differ on reinfection of recovered covid19 patients reports dileepvk tnie via newindianxpress,0
6957,Raam Das,2419,a woman who was cured of covid19 on friday gave birth to twins at kannur government medical college pariyaram on,0
2175,Matthew Halliday 메튜,2414,shrinivas pv lizkmiller karenmangia disruptvshow valaafshar rwang0 no way she will ever crack the code before covid19 is done,0
2036,Ed Cara,2398,things are tough right now and will get tougher still in the months to come but people in even more desperate sit,-0.050793651
8261,Daniel Schearf,2386,after a rapid rise in infections over the last two months the daily increase in infections appears to be stabiliz,0
7235,UN Women Nordic,2384,new research from eastern europe and central asia has shown how covid19 is affecting genders differently the pand,0.045454545
109,Mitch Fick,2370,24 hour trends in iapublichealth covid19 data for johnsoncountyia 0700 july 24 0700 july 25 activity rate,0
5674,Jeff Pappone 🇨🇦,2363,we all knew this was inevitable schecoperez out of both britishgp events due to positive covid19 test,0.034090909
4166,Hanna Stanbridge,2357,nature bigbear covid19 nature big bear lake california,0
5635,RFE/RL Pressroom,2356,turkmenistan officials asks people to cover graves to hide deaths from satellite images amid covid19 pandemic mo,0
8346,FAO Philippines,2350,ph un country team unct holds 4th un youth advisory board unyab dialogue discusses impact of covid19 on the,0
5539,Blake Williams,2339,breaking governorkayivey extends current safer at home order until august 31 covid19,0
6044,"Harold L. Paz, MD",2307,join me on 8 4 for a discussion with hfhs wlassiter3 lauriezephyrin amp paul tufano of amcaritas on how racism an,0
3384,ILOAsiaPacific,2298,the covid19 pandemic is not just a medical crisis but a social and economic one too the impact of lockdown has b,0.077777778
5361,"Samuel Gardner III, M.A.",2286,the nba and nbpa have announced the following on covid 19 test results nba covid19,0
855,Sohail (So) Rahman,2253,ajenglish from 1000gmt 1pm doha portlandprotest continue trump send in federalagents evidence russia con,0
6164,Caley Ramsay,2246,mandatory mask bylaws have been passed in several alberta municipalities but the rules vary by region here s a loo,0
7660,Raymond Tubb,2242,if we hold to the 7 day average this tuesday georgia should cross 200k covid19 cases since it started tracking t,-0.075
9052,Mary Jo Smith,2225,wine in the time of covid covid19 wine barron,0
7726,WV National Guard,2213,today at the director of wvgovernor the wvng provided assistance with covid19 testing in logan co alongside log,0
6812,Abdulrahman AlEryani,2211,middle east markets performance since covid19 outbreak qatar 4 45 ksa 8 90 egypt 15 08,0
2346,@PHE_EoEngland,2208,anyone in the eastofengland that has symptoms of coronavirus must selfisolate immediately book a covid19,0
7408,Ryan Cummings,2203,this florida couple ended up behind bars for breaking quarantine after testing positive for covid19 they got gro,-0.086363636
3868,Sig Christenson 🏕,2194,in texas 1 000 covid19 deaths have been recorded in the past six days we re now at more than 5 000 dead if you,0.016666667
6929,Miami-Dade 311,2192,to help stopthespread of covid19 ourcounty s community empowerment program is looking for those who tested posi,0
5820,Zachary Oren Smith,2191,iowa city used a lost to raise 30 million in 4 yrs that supported the wastewater treatment plant expansion and the,0
4349,Rachel Yonkunas,2158,as the covid19 crisis began to unravel in march animal shelters statewide closed to the public amp staff learned to,-0.05
7720,Martin Cowen,2155,what would a sociopath do to sell 1 billion doses of a covid19 vaccine at 3 000 per dose wait and see,0
3581,Anna van Praagh,2151,can anyone explain to me why rather than quarantining everyone returning from spain with inevitable cost on product,0
3378,steve taylor,2134,500 or so cases per day x contacts encounters must be like chasing a runaway train covid19 lockdown,0
5178,Patrick Commins,2122,the jobs recovery stalled in july led by victoria abs payroll figures show australian ausbiz auspol,0
6007,Nicole Sommavilla,2122,back to school for students in the catholic diocese that means in person how are they social distancing ov,0.011111111
1023,ETCIO,2120,etcio tata technologies puts 400 of its employees on the bench in wake of pandemic indianitfirms,0
6208,Maritsa Georgiou,2112,big yikes on this please note two weeks ago missoula county had a 1 25 positivity rate last week it jumped to,0
9271,Angelina Salcedo,2101,covid19 poster child usfhealth epidemiologists say coronavirus is spreading in florida despite lower s fr,0
1141,Ministry of Health,2073,july 25 11 00 am covid19 statistics in armenia total cases 36996 recoveries 26243 deaths 700 deaths caused,0
